'Zone','fare_amount','average_fare_borough','average_fare_zone_borough','overall_average_fare'
'Melrose South',10.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',21.000000000000000888,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',19.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',22.199999999999997513,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',-3.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',3.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',16.000000000000000888,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',4.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',3.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',6.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',23.500000000000000888,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',9.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',30.499999999999998223,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',12.199999999999999733,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',9.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',24.199999999999999289,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',23.999999999999999111,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',5.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',4.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',51.500000000000003552,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',10.500000000000000444,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',12.199999999999999733,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',11.000000000000000888,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',-3.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',3.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',21.499999999999999111,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',11.999999999999999644,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',17.199999999999999289,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',7.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',10.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',2.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',28.199999999999999289,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',14.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',15.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',15.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',5.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',9.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',26.499999999999999111,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',11.499999999999999111,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',9.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',26.200000000000001065,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',19.199999999999999289,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',6.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',52.000000000000001776,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',10.500000000000000444,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',11.999999999999999644,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',7.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',5.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',-2.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',2.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',7.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',11.000000000000000888,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',7.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',37.509999999999998898,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',10.500000000000000444,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',2.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',18.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',16.000000000000000888,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',7.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',23.999999999999999111,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',42.000000000000001776,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',38.200000000000002842,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',32.200000000000001953,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',51.270000000000006679,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',20.179999999999997939,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',26.789999999999998259,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',28.940000000000001278,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',21.030000000000002025,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.2300000000000004263,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',36.000000000000000888,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.3599999999999994315,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.5199999999999995736,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',26.77999999999999936,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',79.730000000000007531,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',32.850000000000001421,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',20.300000000000002486,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',17.420000000000001705,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',17.80000000000000071,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',22.640000000000002344,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',23.999999999999999111,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',23.010000000000001563,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',11.659999999999999253,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',15.539999999999998259,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',31.640000000000001456,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',9.9800000000000004263,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',19.670000000000001705,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',31.989999999999998436,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',22.149999999999998578,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',14.699999999999999289,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',55.25999999999999801,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',26.930000000000000603,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',18.480000000000000426,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',30.260000000000002451,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',21.659999999999999253,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',12.689999999999999058,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',7.2800000000000002486,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',32.32000000000000206,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',19.100000000000001421,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',5.7800000000000002486,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',6.0499999999999998223,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',11.339999999999998969,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',21.299999999999998934,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',10.409999999999999253,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',17.960000000000000852,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',28.949999999999999289,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',32.350000000000003197,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',19.820000000000000284,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',33.02999999999999936,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',27.589999999999998969,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',29.969999999999998863,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',22.820000000000000284,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',19.469999999999998863,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',26.719999999999997086,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',44.38000000000000611,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',16.979999999999999538,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',24.679999999999999715,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.5700000000000002842,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',26.330000000000000071,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',6.8700000000000001065,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',19.820000000000000284,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',7.6500000000000003552,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',83.529999999999997584,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',5.5499999999999998223,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',17.860000000000000319,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',31.480000000000001314,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.9399999999999995026,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',40.320000000000000284,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',16.359999999999999431,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',6.2699999999999995736,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',16.019999999999998685,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',64.370000000000002771,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',38.789999999999999147,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',34.810000000000003161,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.5500000000000007105,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',12.829999999999999182,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',18.129999999999999005,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',41.420000000000003481,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',32.250000000000000888,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',31.739999999999999324,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',46.909999999999998365,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',22.350000000000003197,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',24.940000000000002167,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',25.030000000000001136,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',16.070000000000000284,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',24.91000000000000103,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',12.299999999999999822,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',24.420000000000001705,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',26.219999999999998863,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',17.820000000000000284,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',40.449999999999999289,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',16.370000000000000106,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.7599999999999997868,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',9.6099999999999994315,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',16.370000000000000106,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',28.309999999999998721,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',18.980000000000000426,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',14.470000000000000639,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',10.969999999999999751,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',16.25,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.2200000000000006394,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',24.579999999999997406,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',17.129999999999999005,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',28.399999999999998578,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',24.599999999999999644,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',24.590000000000000746,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',26.25,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',38.850000000000001421,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',14.169999999999999928,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',53.239999999999998436,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',18.719999999999998863,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',23.280000000000002913,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',7.3700000000000001065,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',5.2999999999999998223,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',39.070000000000000284,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',0.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',25.809999999999999609,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',49.770000000000003126,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',6.7400000000000002131,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',21.360000000000001207,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',16.339999999999998969,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',25.44000000000000039,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',28.820000000000000284,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',15.589999999999999857,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',24.790000000000000923,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',24.039999999999999147,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',5.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',6.9800000000000004263,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',45.609999999999999431,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',16.280000000000001136,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',56.059999999999998721,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',22.069999999999998507,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',9.7699999999999995736,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',11.890000000000000568,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',19.219999999999998863,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',25.520000000000000461,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',28.789999999999999147,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',14.839999999999999857,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',25.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',12.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',9.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',15.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',18.199999999999999289,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',-2.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',2.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',10.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',6.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',21.949999999999998401,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',57.619999999999995665,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',74.199999999999999289,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',17.199999999999999289,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',8.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',7.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',9.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',30.200000000000000177,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',2.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',11.499999999999999111,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',5.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',10.500000000000000444,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',11.199999999999998845,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',10.0,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',27.000000000000001776,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',5.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',23.500000000000000888,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',14.199999999999999289,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',7.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
'Melrose South',4.5,27.630240292604217877,20.537190265486757745,12.929082202352364383
